"Index","Date","Person","InterviewType","Winner","Text","PersonType"
907,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Just wanted to change the look.  Both teams have a lot of versatility defensively and both teams have been kind of switching matchups and changing the look, and we felt at halftime like it made some sense.  So we went with it and whether that was it or not, I mean, we just got into a good groove defensively to start that third quarter.","Coach"
908,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: From DeMarcus?  Yeah, he feels good in there right now and we have a couple days before Game 3, so we do feel confident that we can continue to get good minutes from him.  We're going to need them, obviously, with all these injuries","Coach"
909,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: I think he may have been a little dehydrated and that was the word I got.  He just was feeling a little bit lightheaded and went back into the training room and came back and was doing much better.  So I'm not exactly sure beyond that.  So that's all I've got for you","Coach"
910,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Well, that's what it takes.  You need your bench, no matter what, but in particular when you've got a lot of injuries.  So we'll just continue to go to those guys and trust them, and they have proven that they can really help us.  Bogut hadn't played in the first game and three quarters, so what he did was fantastic out there.  It gave us a little different look with that lob threat, so we'll just see what we have got and tee it up for Game 3","Coach"
911,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: He's just got a lot of experience, he's done everything in his career, he's been in the Olympics, he's won three rings, he's been an All-Star, he knows how to play, one of the smartest players I've ever been around.  I think he sensed that we needed his production in that second half and he came alive.","Coach"
912,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: I guess every situation is unique and different.  I think what's unique about our team is that these guys all play so dramatically differently in terms of the way they approach the game.  Draymond is such a versatile defender and a guy who pushes the ball in transition.  Klay one of the best on-ball defenders in the game and a great shooter.  Steph, on- and off-ball wizardry.  They all complement each other so well and they basically come up together.  They're pretty close in age.  And get along well. They love playing together.  And yeah, they complement each other and have grown and been through a lot of things together.  So the bonds have only grown stronger","Coach"
913,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: Yeah, I think so.  When you haven't been through it before as a group, there's an unknown that you have to account for and you have to sort of take a leap of faith with each decision that you make, each move that you make.  You have to trust each other, not having the history behind you to really have earned that trust.  So you're really trying to grow together.","Coach"
914,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: It's much different without Kevin.  Each guy in that lineup has to take on a different role.  So you think about who would replace Kevin in that lineup and you've got your options and your alternatives.  But we have obviously felt that other lineups make more sense, so that's why we do a different direction","Coach"
915,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: Actually, I wasn't aware that he was coming until a little while ago.  The shirt has everything to do with the tragedy in Virginia Beach a couple days ago, and how devastated so many families are and so many people are.  The shirt is a reminder that the only way we can get out of this mess is to actually vote, and to vote for people who are going to be willing to create some change in our gun laws in our country.","Coach"
916,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: He's been limited in practice the last couple days, but it's been mostly kind of walkthrough stuff anyway.  He's going to start and he'll play.  We have just kind of held him out of most of the drill work just to be cautious, but he's ready to go","Coach"
917,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: Yeah, it's always tougher for big guys.  The game moves faster for them when they return from an injury.  It takes a little longer to adjust.  But I thought he played well the other night.  Eight minutes -- he generated some points for us, made a couple steals.  He was effective.  We will look at different possibilities, different matchups. You could see him a little bit more tonight","Coach"
918,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: I saw the second half.  We were practicing during the first half.  So I was pleased with the result","Coach"
919,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: Well, I'm not an expert, so I can't offer an expert analysis, but my novice analysis was it was not a particularly well-played game.  But again, the result was the desired one for Liverpool fans.  It reminded me of our Game 1.  We had nine, 10 days off; they had almost three weeks off.  Everybody on both sides looked a little rusty, and our Game 1 felt that way.  When you've been off for a little bit, you lose your edge and you're just not as sharp.  So hopefully tonight we'll be sharper","Coach"
920,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: Well, the White house visit, for sure, after the 2015 championship.  That was quite a thrill to visit there and have the whole team there.  It's a treat to experience that.","Coach"
921,2019-06-02,"Steve Kerr","Pregame","N/A","STEVE KERR: Thank you.","Coach"
922,2019-06-02,"Draymond Green","Postgame","Golden State Win","DRAYMOND GREEN: Yeah, just tried to be more aggressive.  I wanted to set a tone on him and not let him get in rhythm early.  In saying that I didn't box-and-one him or chase him around the floor, like Richard Sherman does, some guys like.  That's a complete team effort.  I tried to do my job when I was on him and everybody else stepped in and did their job as well.  I think getting back in transition was huge, but overall we threw several different bodies at him.","Player"
923,2019-06-02,"Draymond Green","Postgame","Golden State Win","DRAYMOND GREEN: We got stops.  We took away their transition buckets and we got transition buckets.  We always say we're at our best when we're -- that's our best offense when we're getting stops and we're pushing the ball.","Player"
